経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の舗装状況,側道区分,側道方位区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建ぺい率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９
502915.719,130288.576,08204,000,002,2017,08204,000,002,古河,茨城県　古河市桜町１０−４６,08204,172,10000000000000000,_,W2,101,_,010,012,02,0,市区町村道,南,0060,_,_,_,戸建住宅が建ち並ぶ区画整然とした住宅地域,古河,1500,1中専,_,市街化,_,_,60,200,false,11111111111111111111111111111111111,80200,83600,85000,86000,92000,98500,110000,127000,133000,130000,121000,120000,118000,113000,108000,104000,98100,85500,76000,67800,60800,55600,52000,49600,49600,49600,47400,45700,44000,43300,43000,43000,43000,43000,43000,1000000000,1100000000,1000000000,1000000000,1000010000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000100,1000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000001000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
502919.763,130216.410,08204,000,016,2017,08204,000,016,古河,茨城県　古河市新久田字大塚５０５番４,08204,387,10000000000000000,_,W2,100,_,010,020,02,0,市区町村道,北東,0067,_,_,_,一般住宅、農家住宅が見られる住宅地域,古河,3400,_,_,調区,_,_,60,200,false,11111111111111111111111111111111111,18200,18800,19200,19400,19700,20000,21100,22400,23500,23500,23500,23500,23500,23500,23500,23500,23500,23500,23200,22900,22000,21200,20000,19000,18200,17800,17300,16900,16500,16300,16200,16100,16000,15900,15800,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000011,1000000000,1000000000,1000000011,1000000000,1100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000100,1000000000,1001000000,1001000000,10000000000000
502941.191,130302.297,08204,005,003,2017,08204,005,003,古河,茨城県　古河市本町１−３−９,08204,645,01000000000000000,_,SRC3F1B,101,_,010,015,03,1,都道府県道,西,0180,_,側道,南,各種の店舗が建ち並ぶ県道沿いの商業地域,古河,300,商業,準防,市街化,_,_,80,400,true,00000000000000000000111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163000,135000,114000,99000,92400,90200,86600,81700,76600,76000,75400,75200,75100,75100,75100,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000010,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1000000000,1001000000,1001000000,10000000000000
502950.757,130266.990,08204,000,008,2017,08204,000,008,古河,茨城県　古河市幸町２−３１,08204,182,10000000000000000,_,LS2,101,台形,010,012,02,0,市区町村道,南西,0040,_,_,_,中規模一般住宅を中心にまとまる住宅地域,古河,1100,1中専,_,市街化,_,_,60,200,false,00000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,130000,125000,123000,120000,115000,110000,99000,92100,85000,79000,72600,67400,62700,59500,59000,58000,55000,53300,51600,50700,48800,48000,47800,47600,47400,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000110,1000010000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000100000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
502952.812,130144.897,08204,003,001,2017,08204,003,001,古河,茨城県　古河市中田字堀ノ内１６４１番１,08204,852,00000000000001000,_,_,100,_,010,012,00,0,道路,_,0000,_,_,_,周辺が徐々に宅地化されつつある熟成度の高い地域,栗橋,3200,1中専,_,市街化,_,_,60,200,false,00000000000000011111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29700,26700,24000,21600,19000,18000,17000,16000,15000,15000,14800,14500,14100,13600,13400,13200,13100,13000,12900,12800,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001100000,1001100000,10000000000000
502956.538,130303.233,08204,005,001,2017,08204,005,001,古河,茨城県　古河市東１−１−５,08204,116,01100000000000000,_,S3,101,台形,010,020,03,0,市区町村道,南,9999,_,背面道,_,店舗事務所ビルの建ち並ぶ駅前商業地域,古河,0,商業,準防,市街化,_,_,80,400,false,00000000000000000011111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253000,223000,210000,195000,178000,163000,155000,150000,145000,138000,130000,126000,123000,122000,122000,122000,122000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000010,1000000000,1000000000,1110000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
502959.511,130239.694,08204,000,006,2017,08204,000,006,古河,茨城県　古河市鴻巣字北ノ内７０４番４３,08204,197,10000000000000000,_,W2,100,_,010,012,02,0,市区町村道,北,0040,_,_,_,一般住宅の中に空地が見られる新興の住宅地域,古河,2100,2低専,_,市街化,_,_,60,200,false,00000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,97000,93000,92700,91700,90600,88800,86000,77500,74900,70500,66400,62500,58500,55800,53600,53300,53000,52300,51200,49500,47100,45000,44000,43500,43300,43200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000100,1000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
502967.512,130325.654,08204,000,007,2017,08204,000,007,古河,茨城県　古河市北町３−３,08204,165,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,西,0045,_,_,_,中規模の一般住宅が多い区画整然とした住宅地域,古河,1000,1中専,_,市街化,_,_,60,200,false,00000011111111111111111111111111111,0,0,0,0,0,0,114000,136000,144000,143000,133000,130000,128000,125000,118000,113000,103000,92700,86200,80200,73800,68600,63800,60700,60100,59800,59000,58400,56700,56000,55600,55600,55800,56000,56200,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000010000,1000000000,1000000000,1000000100,1000000000,1000000000,2000000000,1010000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
502978.301,130304.993,08204,000,004,2017,08204,000,004,古河,茨城県　古河市東３−１５−２３,08204,219,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,南東,0080,_,_,_,中規模一般住宅が建ち並ぶ住宅地域,古河,650,1住居,_,市街化,_,_,60,200,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000,76100,77100,77900,78500,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001000000,1001000000,10000000000000
502986.043,130352.064,08204,000,005,2017,08204,000,005,古河,茨城県　古河市静町２７−２８,08204,200,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,南西,0060,_,_,_,中規模一般住宅のまとまる分譲住宅地域,古河,2000,1低専,_,市街化,_,_,50,100,false,00000000000111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,100000,99000,97800,95800,95000,85800,77300,69600,62600,57500,54000,51700,51000,51000,50500,49000,47600,46000,45500,45200,45000,44900,44800,44700,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000100,1000000000,1000010000,2000000000,1000000000,1000000000,1000000000,1000001000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
502989.939,130188.321,08204,000,009,2017,08204,000,009,古河,茨城県　古河市茶屋新田字往還東２２９番１,08204,248,10000000000000000,_,W2,100,_,010,020,02,0,市区町村道,南,0050,_,_,_,畑も見られる国道背後の住宅地域,古河,4200,1住居,_,市街化,_,_,60,200,false,00000000000000011111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74000,66600,61000,55500,50600,45500,43300,41000,38900,38000,37100,34800,33300,32000,31000,30300,30100,30000,30000,30000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,2000000000,1000000110,1000000000,1000000000,1000000000,1000000010,1000000000,1100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503001.426,130294.368,08204,000,003,2017,08204,000,003,古河,茨城県　古河市東本町３−６−１９,08204,284,10000000000000000,_,LS1,101,台形,010,010,01,0,市区町村道,西,0060,_,_,_,一般住宅、アパート等が混在する住宅地域,古河,1400,1住居,_,市街化,_,_,60,200,false,00000000000111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,128000,127000,121000,116000,110000,103000,92800,86500,80500,76500,72600,67500,65000,65000,65000,63500,62100,60000,58200,57000,57000,57000,57000,57100,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000100,1000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000010,1000000000,1000000000,1000000000,1000000000,1010000000,1000100000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503030.962,130266.288,08204,000,011,2017,08204,000,011,古河,茨城県　古河市上辺見字一丁目２６５７番２,08204,331,10000000000000000,_,W2,101,_,010,015,02,0,市区町村道,南,0060,_,_,_,住宅等が見られる区画整然とした住宅地域,古河,2700,1低専,_,市街化,_,_,50,100,true,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,104000,97000,96000,94000,90000,82000,74000,68500,63200,58700,55100,52900,52000,52000,49700,48000,46000,45500,45300,45300,45300,45300,45300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000111,1000000000,1000000000,2000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,11000000000000
503031.542,129927.769,08542,000,001,2017,08542,000,001,五霞,茨城県　猿島郡五霞町大字元栗橋字元割５１０１番１３,08542,119,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,南,0040,_,_,_,一般住宅の中に空地等が見られる住宅地域,幸手,2500,1住居,_,市街化,_,_,60,200,false,00000000000000000000000000011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,25600,24800,24100,23900,23800,23700,23600,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503043.333,130227.454,08204,005,004,2017,08204,005,004,古河,茨城県　古河市下辺見字辺橋２７０４番外,08204,1409,01000000000000000,_,S1,101,_,010,010,01,0,市区町村道,北東,0180,_,背面道,_,低層の小売店舗等が建ち並ぶ郊外の路線商業地域,古河,4000,近商,_,市街化,_,_,80,200,false,00000000000000011111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,94000,93300,90000,80000,70000,62000,54000,50000,49500,49400,46600,44400,41700,40400,39600,39400,39300,39300,39300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000010,1000001000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503051.349,130308.305,08204,000,010,2017,08204,000,010,古河,茨城県　古河市上辺見字鹿養大道北４０４番６,08204,202,10000000000000000,_,W2,101,_,010,015,02,0,市区町村道,北東,0060,_,_,_,中規模の一般住宅が多い住宅地域,古河,2700,1低専,_,市街化,_,_,40,80,false,00000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,91000,84200,83000,82700,82000,80000,78400,74500,70000,66000,59500,56500,53600,50300,48000,48000,47500,46000,44600,42900,42300,42000,41900,41900,41900,41900,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503053.327,130126.347,08204,000,014,2017,08204,000,014,古河,茨城県　古河市前林字大道北１７６３番３,08204,501,10000000000000000,_,W2,001,台形,010,015,02,0,市区町村道,南西,0040,_,_,_,農地が多く、農家住宅や事業所等が見られる住宅地域,古河,6600,_,_,調区,_,_,60,200,false,00000000000001111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,14000,14000,14000,14000,14000,13900,13800,13300,12800,12600,12500,12400,12300,12200,12000,11800,11700,11600,11500,11400,11300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000011,1000000000,1000000000,1000000011,1000000000,2100000000,1000010000,1000000000,1000000000,1011000000,1001000000,1000000000,2000000100,2000000000,1001000000,1001000000,10000000000000
503059.614,129965.055,08542,000,002,2017,08542,000,002,五霞,茨城県　猿島郡五霞町大字元栗橋字丸池台２８３４番８,08542,183,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,南東,0050,_,_,_,一般住宅のほかに空地等が見られる住宅地域,幸手,4100,1低専,_,市街化,_,_,40,80,false,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,58300,57000,56900,56500,52000,47400,46000,41400,36400,34000,32500,31500,30700,29400,27600,26000,24400,23600,22900,22700,22600,22500,22400,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1100000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503098.085,130233.790,08204,000,013,2017,08204,000,013,古河,茨城県　古河市女沼字東原３１９番３５,08204,180,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,西,0060,_,_,_,県道背後の小規模住宅開発による新興住宅地域,古河,4400,1低専,_,市街化,_,_,40,80,false,00000000000000000000111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46000,42600,40900,39300,38900,38500,36300,35000,33600,33000,32600,32300,32200,32200,32200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503111.322,130332.426,08204,009,001,2017,08204,009,001,古河,茨城県　古河市丘里１５番３,08204,9917,00000010000000000,_,_,100,_,012,010,00,0,市区町村道,南,0120,_,_,_,中小規模の工場等の混在する工業団地,古河,4900,工専,_,市街化,_,_,60,200,false,00000000000111111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,39600,39300,37800,37800,37500,37100,35800,35000,33800,30500,27200,24500,22600,22200,22000,21800,21700,21500,21400,21300,21300,21300,21500,22000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000100000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001100000,1001100000,10000000000000
503111.617,129992.749,08542,000,003,2017,08542,000,003,五霞,茨城県　猿島郡五霞町大字小福田字土塔１２１１番２,08542,493,10000000000000000,_,W1,101,_,010,020,01,0,都道府県道,南東,0063,_,_,_,一般住宅のほか店舗等も見られる住宅地域,幸手,6000,_,_,調区,_,_,60,200,false,00000000000000000000000000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11200,11100,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,10000000000000
503142.862,130189.326,08204,000,012,2017,08204,000,012,古河,茨城県　古河市駒羽根字久保８２１番１４,08204,131,10000000000000000,_,LS2,111,_,010,010,02,0,市区町村道,西,0060,_,_,_,一般住宅のほか空地も見られる住宅地域,古河,7100,1住居,_,市街化,_,_,60,200,false,00000000000000111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57200,57000,55300,54000,50500,46900,43500,39500,36500,34000,33700,33500,32000,30700,29300,28800,28500,28500,28500,28500,28500,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000010000,2000000000,1000000000,2000000000,1000000000,1000000000,1000000010,1000000000,2100000000,1000000000,1000000000,1000000000,1000110000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503167.805,129906.664,08542,009,001,2017,08542,009,001,五霞,茨城県　猿島郡五霞町大字江川字沖ノ内２５８５番１外,08542,23785,00000010000000000,_,_,100,台形,010,015,00,0,市区町村道,東,0116,_,側道,北,中規模以上の工場等が建ち並ぶ工業団地,幸手,7000,工専,_,市街化,_,_,60,200,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,22500,23800,28000,33000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001100000,1001100000,10000000000000
503180.497,130144.179,08204,009,002,2017,08204,009,002,古河,茨城県　古河市北利根２番,08204,66790,00000001000000000,_,S2,110,_,012,010,02,0,都道府県道,東,0180,_,四方路,_,大中規模倉庫、工場等が建ち並ぶ工業団地,古河,8500,工専,_,市街化,_,_,60,200,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21500,21500,22000,23500,25500,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001000000,1001000000,10000000000000
503188.289,130069.315,08546,000,003,2017,08546,000,003,境,茨城県　猿島郡境町大字塚崎字地蔵山７８６番１,08546,359,10000000000000000,_,LS2,101,_,010,015,02,0,市区町村道,北東,0045,_,_,_,中規模一般住宅と農家住宅が混在する住宅地域,東武動物公園,16000,_,_,調区,_,_,60,200,false,11111111111111111111111111111111111,9800,10000,10100,10200,10300,10400,10600,11000,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11400,11300,11200,11200,11200,11200,11200,11200,11100,11000,10900,10900,10900,10900,10900,10900,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1110000000,1000000000,1010000000,1000000000,1000000000,1000000000,1000000011,1010000000,1000000000,1000000011,1000000000,1000000000,1000000000,1000000000,1000010000,1000100000,1000000000,1000000000,2000000100,1000000000,1001001000,1001000000,10000000000000
503250.870,129987.374,08546,005,001,2017,08546,005,001,境,茨城県　猿島郡境町字上町西側１６２２番,08546,494,11000000000000000,_,W2,101,_,010,020,02,0,都道府県道,東,0080,_,背面道,_,小売店舗が建ち並ぶ県道沿いの商業地域,東武動物公園,13000,近商,_,市街化,_,_,80,300,false,00000000000000000000111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55500,50000,45000,41500,39500,38000,36400,35000,33600,32500,32000,31600,31200,30800,30400,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000010,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1010000000,1000000000,1000000000,1000000000,1001001000,1001000000,10000000000000
503259.803,129976.191,08546,000,002,2017,08546,000,002,境,茨城県　猿島郡境町字横町９８０番６,08546,159,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,東,0040,_,_,_,商店街背後に一般住宅の建ち並ぶ住宅地域,東武動物公園,12000,2住居,_,市街化,_,_,60,200,false,11111111111111111111111111111111111,34300,35600,36300,36900,37700,38300,39500,41900,43500,43500,42500,42500,42500,42500,42200,42200,42200,42200,42000,41000,39400,36400,33200,31000,29600,29200,28700,28200,27400,26700,26300,26200,26100,25500,25400,1000001000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1010000000,1000000000,1000000000,1000000000,1000000100,1000010000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000010,1000000000,1000000000,1000000000,1000000000,1000000000,1010000000,1000000000,1000000000,1000000000,1000000000,1001001000,1001000000,10000000000000
503267.295,130025.488,08546,000,001,2017,08546,000,001,境,茨城県　猿島郡境町字松ノ岡２１８９番４５,08546,221,10000000000000000,_,W2,101,_,010,012,02,0,市区町村道,北,0045,_,_,_,一般住宅の中に空地等が見られる住宅地域,東武動物公園,14000,1住居,_,市街化,_,_,60,200,true,00000000000000000000011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35800,32800,30600,29200,28800,28400,28000,27000,26300,25900,25900,25900,25900,25900,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,2000000000,1000001000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001001000,1001000000,10000000000000
503330.069,130314.085,08204,005,002,2017,08204,005,002,古河,茨城県　古河市諸川字海道東８９６番１外,08204,991,01000000000000000,_,S2,101,_,010,020,02,0,都道府県道,北西,0105,_,_,_,低層店舗等が見られる路線商業地域,古河,11000,1住居,_,市街化,_,_,60,200,false,00000000000000000000011111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44500,43500,42500,41500,40500,38000,35600,33400,32400,31800,31500,31200,30900,30600,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,2100000000,1000000000,1000001000,1000000000,1000000000,1000000000,1000000000,2001000000,1000000000,1001001000,1001000000,10000000000000
503346.185,130316.734,08204,000,015,2017,08204,000,015,古河,茨城県　古河市諸川字中町谷７２１番７,08204,165,10000000000000000,_,W2,101,_,010,015,02,0,市区町村道,北東,0044,_,_,_,一般住宅のほかアパート、畑が見られる住宅地域,古河,11000,1低専,_,市街化,_,_,40,80,false,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,68000,63000,62000,60000,58000,52000,48000,42800,39300,35500,32000,30200,29200,28400,27000,25800,24600,23800,23300,23100,23000,22900,22900,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000010000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001001000,1001000000,10000000000000
