経度,緯度,所在地コード,用途,連番,年次,前年所在地コード,前年用途,前年連番,市区町村名,住居表示,行政,地積,利用の現況,利用状況表示,建物構造,施設,形状区分,間口（比率）,奥行（比率）,階層（地上）,階層（地下）,前面道路区分,前面道路の方位区分,前面道路の幅員,前面道路の舗装状況,側道区分,側道方位区分,周辺の土地の利用の現況,駅名,駅距離,用途区分,防火区分,都市計画区分,森林区分,公園区分,建ぺい率,容積率,共通地点区分,選定年次ビット,Ｓ５８価格,Ｓ５９価格,Ｓ６０価格,Ｓ６１価格,Ｓ６２価格,Ｓ６３価格,Ｈ１価格,Ｈ２価格,Ｈ３価格,Ｈ４価格,Ｈ５価格,Ｈ６価格,Ｈ７価格,Ｈ８価格,Ｈ９価格,Ｈ１０価格,Ｈ１１価格,Ｈ１２価格,Ｈ１３価格,Ｈ１４価格,Ｈ１５価格,Ｈ１６価格,Ｈ１７価格,Ｈ１８価格,Ｈ１９価格,Ｈ２０価格,Ｈ２１価格,Ｈ２２価格,Ｈ２３価格,Ｈ２４価格,Ｈ２５価格,Ｈ２６価格,Ｈ２７価格,Ｈ２８価格,Ｈ２９価格,属性移動Ｓ５９,属性移動Ｓ６０,属性移動Ｓ６１,属性移動Ｓ６２,属性移動Ｓ６３,属性移動Ｈ１,属性移動Ｈ２,属性移動Ｈ３,属性移動Ｈ４,属性移動Ｈ５,属性移動Ｈ６,属性移動Ｈ７,属性移動Ｈ８,属性移動Ｈ９,属性移動Ｈ１０,属性移動Ｈ１１,属性移動Ｈ１２,属性移動Ｈ１３,属性移動Ｈ１４,属性移動Ｈ１５,属性移動Ｈ１６,属性移動Ｈ１７,属性移動Ｈ１８,属性移動Ｈ１９,属性移動Ｈ２０,属性移動Ｈ２１,属性移動Ｈ２２,属性移動Ｈ２３,属性移動Ｈ２４,属性移動Ｈ２５,属性移動Ｈ２６,属性移動Ｈ２７,属性移動Ｈ２８,属性移動Ｈ２９
503790.607,130673.730,08227,009,001,2017,08227,009,001,筑西,茨城県　筑西市玉戸字西原２９７１番外,08227,5328,00000010000000000,_,_,100,_,010,015,00,0,市区町村道,東,0100,_,側道,北,鉄道駅に近く、幹線道路背後に立地する中規模工場の多い工業地域,玉戸,340,工業,_,市街化,_,_,60,200,false,00000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,51000,51000,50000,49800,49500,49000,44500,40500,38000,35000,32000,29300,27000,25500,25000,24500,23900,23300,22500,21700,21000,20500,20200,20100,20100,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000100000,1000000000,1000100000,1000000000,1000000000,1000000010,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001100000,1001100000,10000000000000
503821.209,130264.538,08210,000,002,2017,08210,000,002,下妻,茨城県　下妻市長塚字赤堀北１４２番３,08210,269,10000000000000000,_,W2,101,台形,010,010,02,0,市区町村道,北西,0038,_,側道,北東,一般住宅、アパート等が混在する既成住宅地域,下妻,1500,1低専,_,非線引,_,_,40,80,false,00000000000000111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47800,47500,46500,46200,45200,40000,37500,35000,32000,30200,29300,28300,26800,25500,24000,22600,21500,21200,21000,20800,20700,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000010000,1000000000,1100100000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503835.878,129566.195,08211,000,004,2017,08211,000,004,常総,茨城県　常総市内守谷町字向地屋敷付２９４１番３,08211,634,10000000000000000,_,W2,100,_,010,020,02,0,市区町村道,北西,0060,_,_,_,農家住宅、一般住宅等が混在する住宅地域,小絹,3700,_,_,調区,_,_,60,200,false,00000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,18500,18500,18500,18500,18500,18500,18200,17900,17400,16900,16200,15500,15000,14600,14300,14200,14000,13800,13500,13100,12800,12600,12500,12400,12200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000010000,1000000000,1010000011,1000000000,1000000000,1000000011,1000000000,2100000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2000000100,2000000000,1001000000,1001000000,10000000000000
503878.127,130268.102,08210,005,001,2017,08210,005,001,下妻,茨城県　下妻市本城町１丁目７４番２,08210,611,00000000000000100,教習所,S2,101,_,010,015,02,0,都道府県道,北東,0120,_,_,_,低層の店舗等が建ち並ぶ中心路線商業地域,下妻,570,2住居,_,非線引,_,_,60,200,false,00000000000000000000000000001111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46600,45000,43200,42200,41400,40800,40300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,10000000000000
503879.645,130169.031,08210,000,004,2017,08210,000,004,下妻,茨城県　下妻市本宗道字宮西８５番２外,08210,363,10000000000000000,_,W2,101,不整形,010,025,02,0,市区町村道,南東,0043,_,_,_,中小規模の一般住宅を中心とする住宅地域,宗道,770,1中専,_,非線引,_,_,60,200,false,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,45000,45000,44500,44000,42600,41300,40000,36500,33500,31500,30300,29600,29000,28400,26500,25000,23500,22300,21200,20900,20700,20500,20300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000110,1000000000,1000000000,2000000000,1000000000,1000000000,1000010000,1000000000,1000000000,1000000000,2100000000,1110000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503886.687,130701.099,08227,000,002,2017,08227,000,002,筑西,茨城県　筑西市菅谷字大道１７６８番,08227,244,10000000000000000,_,W2,101,_,010,012,02,0,市区町村道,北,0060,_,_,_,中規模一般住宅が多い区画整然とした住宅地域,下館,1300,1低専,_,市街化,_,_,60,200,true,00000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,81000,80900,80900,80500,79500,76600,71800,66000,57000,52000,49500,47700,45400,43300,42300,41400,39100,37200,35000,34000,33000,32600,32200,31900,31700,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000100,1000001000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503901.512,130269.142,08210,000,003,2017,08210,000,003,下妻,茨城県　下妻市下妻字田町戌４２７番,08210,602,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,西,0065,_,_,_,小売店舗、小規模事業所、一般住宅の混在する住宅地域,下妻,800,1低専,_,非線引,_,_,40,80,false,00000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,50600,48900,48400,48300,48300,48200,47200,46500,45500,43300,40000,37000,34000,32000,31000,30200,28600,27200,25700,24400,23500,23100,22700,22400,22200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1010000000,1000000000,1000000100,1000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000010000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503902.589,130751.180,08227,000,004,2017,08227,000,004,筑西,茨城県　筑西市岡芹字上９８２番,08227,307,10000000000000000,_,LS2,101,_,010,020,02,0,市区町村道,南西,0032,_,_,_,一般住宅、アパート等を中心に畑も残る住宅地域,下館二高前,130,1住居,_,市街化,_,_,60,200,false,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,58500,57600,57600,55500,52000,48600,45700,44000,42500,39500,36800,35000,33500,32200,30000,28500,27000,25600,24500,24000,23700,23400,23200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000110,1000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000010,2100000000,1000000000,1000000000,1000000000,1000000000,1000100000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503904.944,129479.637,08224,000,002,2017,08224,000,002,守谷,茨城県　守谷市御所ケ丘５丁目２５番２８,08224,174,10000000000000000,_,W2,111,_,010,015,02,0,市区町村道,北,0060,_,_,_,中規模一般住宅が建ち並ぶ環境の良い住宅地域,新守谷,1100,1低専,_,市街化,_,_,40,80,false,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,128000,122000,113000,107000,98300,90700,83000,76800,72600,70000,72600,87400,93500,91500,86900,82600,80700,78900,78000,78000,78000,77500,77100,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000111,1000000000,1000000000,2000000000,2000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503906.296,130687.690,08227,000,012,2017,08227,000,012,筑西,茨城県　筑西市みどり町１丁目４番３,08227,218,10000000000000000,_,LS2,111,_,010,010,02,0,市区町村道,南,0060,_,_,_,住宅、アパートのほか事業所も見られる区画整然とした新興住宅地域,下館,550,準工,_,市街化,_,_,60,200,false,00000000000000000000001111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,48500,48000,47500,45000,42700,39800,37900,36900,36900,36900,36900,36900,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000100000,1000000000,1000000000,2000000000,1000010000,1001000000,1001000000,10000000000000
503908.731,129520.593,08235,005,001,2017,08235,005,001,つくばみらい,茨城県　つくばみらい市絹の台３丁目２６番１外,08235,1198,01000000000000000,_,W1,111,_,040,010,01,0,市区町村道,北西,0180,_,三方路,_,沿道型店舗、事業所等のほか住宅も見られる路線商業地域,小絹,1000,1住居,_,市街化,_,_,60,200,false,00000000000000000000000011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92000,92000,89000,86300,84000,81000,78600,76600,75200,74500,74500,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503915.830,130497.272,08227,000,006,2017,08227,000,006,筑西,茨城県　筑西市辻字寺西１３２２番,08227,806,10000000000000000,_,W2,101,_,010,010,02,0,都道府県道,北東,0070,_,_,_,一般住宅のほか店舗、事務所等も見られる県道沿いの住宅地域,黒子,380,1住居,_,市街化,_,_,60,200,false,00000000000011111111111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,40200,40200,40100,40100,40100,39200,38000,37000,35500,34000,32300,30800,30000,29400,27900,26600,25200,23900,23100,22500,22000,21500,21000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000100,1000000000,1000000000,1000001000,1000000000,1000000000,1000000000,1000000000,1000000010,2100000000,1000000000,1000010000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503918.145,130730.603,08227,000,001,2017,08227,000,001,筑西,茨城県　筑西市字台甲３９７番１,08227,110,10000000000000000,_,W2,101,台形,020,010,02,0,市区町村道,西,0124,_,_,_,小規模店舗、住宅等の混在する住宅地域,下館,1100,1住居,_,市街化,_,_,60,200,false,11111111111111111111111111111111111,64500,66700,68600,69800,70900,73400,76400,82500,88000,87700,87300,87000,86700,85000,81000,78500,73800,67000,59000,55000,52500,50000,48000,46000,45000,44000,41000,38400,35900,34000,33000,32600,32200,31800,31400,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000010,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503922.763,130683.746,08227,005,002,2017,08227,005,002,筑西,茨城県　筑西市字田谷川乙９５４番,08227,115,01000000000000000,_,S3,101,_,010,025,03,0,市区町村道,西,0170,_,_,_,中低層の店舗、事務所等が建ち並ぶ商業地域,下館,300,商業,準防,市街化,_,_,80,400,true,00000011111111111111111111111111111,0,0,0,0,0,0,263000,282000,300000,296000,293000,289000,274000,261000,240000,213000,179000,151000,123000,109000,97000,88000,79500,73700,70700,69500,66000,62200,56900,52800,50300,48800,47700,46800,46200,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000101,1000000000,1000000000,2000000000,1000000000,1000000000,1000000000,1000000000,1000000010,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503923.228,130699.300,08227,005,001,2017,08227,005,001,筑西,茨城県　筑西市字下田中丙２１０番７,08227,779,01100000000000000,_,RC3,101,台形,010,012,03,0,都道府県道,東,0160,_,背面道,_,中層の店舗兼事務所ビル等が建ち並ぶ駅前の商業地域,下館,90,商業,準防,市街化,_,_,80,400,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79000,76600,74800,73300,72300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001000000,1001000000,10000000000000
503927.107,129546.709,08235,000,005,2017,08235,000,005,つくばみらい,茨城県　つくばみらい市小絹字東上宿６８９番５,08235,333,10000000000000000,_,W1,101,_,010,012,01,0,市区町村道,北西,0056,_,_,_,在来住宅のほか一般の戸建住宅がみられる既存の住宅地域,小絹,750,準住居,_,市街化,_,_,60,200,false,00000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29500,29200,29000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1001000000,10000000000000
503927.395,129996.396,08211,005,002,2017,08211,005,002,常総,茨城県　常総市新石下字高島３９３５番,08211,413,01000000000000000,_,W1,101,_,010,012,01,0,都道府県道,南,0200,_,_,_,沿道型小売店舗等の見られる郊外路線商業地域,石下,1000,準住居,_,非線引,_,_,60,200,false,00000000000000000011111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70500,67700,63600,58000,52600,49800,48500,47500,46600,45700,43700,42700,41800,41000,40300,38400,37600,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000010,1000000000,2100000000,1000010000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503930.049,129991.031,08211,000,006,2017,08211,000,006,常総,茨城県　常総市新石下字横堤浦４０７９番４,08211,185,10000000000000000,_,W1,100,_,010,015,01,0,市区町村道,東,0140,_,_,_,一般住宅が増えつつある区画整理済みの住宅地域,石下,1300,1住居,_,非線引,_,_,60,200,false,00000001111111111111111111111111111,0,0,0,0,0,0,0,81700,85000,85000,70500,67000,67000,60600,57600,56000,53500,51400,48900,46500,43500,40000,36800,34300,33300,32600,31000,29600,28700,28100,27800,27600,27500,26000,25300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000010,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503930.824,129683.877,08211,000,001,2017,08211,000,001,常総,茨城県　常総市豊岡町字坂巻乙１２０２番８,08211,205,10000000000000000,_,W2,100,_,010,020,02,0,市区町村道,北,0060,_,_,_,小規模一般住宅が建ち並ぶ中に店舗等も見られる住宅地域,水海道,1500,1中専,_,市街化,_,_,60,200,false,00000000000000000000000000011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29700,28300,27400,26200,25200,24500,23700,23200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503931.880,130688.701,08227,000,003,2017,08227,000,003,筑西,茨城県　筑西市下岡崎２丁目１９番５,08227,231,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,北,0060,_,_,_,中規模の一般住宅が建ち並ぶ区画整然とした住宅地域,下館,480,1中専,_,市街化,_,_,60,200,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41000,41000,41000,41000,41000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001000000,1001000000,10000000000000
503932.819,129385.021,08224,005,002,2017,08224,005,002,守谷,茨城県　守谷市松ケ丘７丁目１番５,08224,357,11000000000000100,共同住宅,W2,111,_,010,010,02,0,市区町村道,北東,0180,_,背面道,_,低層の小売店舗及び店舗併用住宅が建ち並ぶ路線商業地域,守谷,2200,1住居,_,市街化,_,_,60,200,false,00000000000000000000000011111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,122000,120000,116000,112000,108000,106000,104000,103000,103000,103000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1100000000,1000000000,1000000000,1000000000,1000000000,1000000000,10000000000000
503946.311,129511.835,08235,000,004,2017,08235,000,004,つくばみらい,茨城県　つくばみらい市筒戸字諏訪２１６４番１４,08235,330,10000000000000000,_,W2,101,_,010,010,02,0,市区町村道,東,0100,_,_,_,中規模一般住宅等の中に店舗も見られる古くからの混在地域,小絹,660,1低専,_,市街化,_,_,40,80,false,00000000011111111111111111111111111,0,0,0,0,0,0,0,0,0,93000,89000,86500,86300,83000,79100,75000,69800,64900,60000,54800,50400,47300,42700,40100,38100,37700,37000,35900,34800,33400,32600,32000,31700,31500,31300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000010000,1000000000,1000000000,1000000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503953.365,129498.948,08235,000,006,2017,08235,000,006,つくばみらい,茨城県　つくばみらい市筒戸字諏訪１８１４番３,08235,231,10000000000000000,_,W2,101,_,010,015,02,0,市区町村道,北東,0120,_,_,_,中規模一般住宅等の中に営業所も見られる古くからの混在地域,小絹,1200,1低専,_,市街化,_,_,40,80,false,00000000001111111111111111111111111,0,0,0,0,0,0,0,0,0,0,85000,82600,82400,78000,74000,70200,66000,61900,57800,53000,48700,45800,44400,43500,43000,41200,39000,37100,35600,34500,33800,33300,32900,32700,32500,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000010000,1000000000,1000000100,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,2100000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503954.557,129493.836,08235,000,007,2017,08235,000,007,つくばみらい,茨城県　つくばみらい市筒戸字諏訪１８３５番,08235,819,10000000000000000,_,W2,101,_,010,020,02,0,市区町村道,南東,0045,_,_,_,中小規模の農家住宅が多い従来からの住宅地域,新守谷,650,_,_,調区,_,_,60,200,false,00000000000000000000000000000000111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18600,18400,18200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1001000000,10000000000000
503958.785,129646.869,08211,000,002,2017,08211,000,002,常総,茨城県　常総市水海道山田町字八間西４７２２番４,08211,209,10000000000000000,_,W2,111,_,012,010,02,0,市区町村道,東,0060,_,_,_,中規模一般住宅の多い区画整然とした住宅地域,水海道,800,1低専,_,市街化,_,_,50,100,true,00000000000000000001111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58200,53500,47800,45000,43500,43000,43000,40500,38900,37000,36200,35400,34900,34400,31700,30200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1100000000,1000010000,1000010000,1000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001010000,10000000000000
503966.486,129422.741,08224,005,003,2017,08224,005,003,守谷,茨城県　守谷市中央１丁目２３番９,08224,1379,01000000000000000,_,S2,111,_,010,020,02,0,市区町村道,北東,0220,_,背面道,_,低層店舗、金融機関等が見られる駅前商業地域,守谷,130,商業,防火,市街化,_,_,80,500,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173000,173000,173000,174000,177000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001000000,1001000000,10000000000000
503966.743,129776.554,08211,003,001,2017,08211,003,001,常総,茨城県　常総市中妻町字大野道北７４６番１外,08211,1516,00000000100000000,_,_,100,_,020,010,00,0,市区町村道,北,0040,_,_,_,農地の中に、一般住宅や共同住宅が建ち並びつつある地域,中妻,790,1住居,_,市街化,_,_,60,200,false,00000000000000000000000000111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15300,14900,14400,13900,13200,12800,12300,11400,10800,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001100000,1001100000,10000000000000
503976.344,129720.164,08211,000,003,2017,08211,000,003,常総,茨城県　常総市相野谷町字西畑４０番２５,08211,231,10000000000000000,_,W2,100,_,010,010,02,0,市区町村道,東,0060,_,_,_,中規模一般住宅が建ち並ぶ区画整然とした住宅地域,北水海道,400,1中専,_,市街化,_,_,60,200,false,00000000000000000000000000000000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25400,24300,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,10000000000000
503976.923,129663.091,08211,005,001,2017,08211,005,001,常総,茨城県　常総市水海道淵頭町字石宮２８８３番１外,08211,962,01000000000000000,_,S1,101,_,012,010,01,0,国道,南東,0250,_,_,_,店舗、営業所等が多い国道沿いの路線商業地域,水海道,400,準住居,_,市街化,_,_,60,200,true,00000000000000000000000000111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53300,51500,49300,48200,46500,45300,44500,42600,41200,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1000000000,1000000000,1000000000,1000000000,1001000000,1001000000,10000000000000
503979.995,129426.778,08224,000,004,2017,08224,000,004,守谷,茨城県　守谷市中央２丁目１３番１６,08224,182,10000000000000000,_,LS2,111,_,015,010,02,0,市区町村道,南東,0060,_,_,_,中規模戸建住宅、アパート、駐車場等が混在する住宅地域,守谷,350,1住居,_,市街化,_,_,60,200,false,00000000000000000000000000000011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,150000,151000,152000,154000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,0000000000,4000000000,1000000000,1001000000,1001000000,10000000000000
